event_name,city_name,date,time,latitude,longitude
Mind able magazine,Lake Katherine,2024-04-05,23:00:00,-46.45151252095807,179.08006924557657
Real gas but,Cooperberg,2024-04-26,19:00:00,-80.19055701272717,69.1126559957172
Build successful democratic article,South Misty,2024-03-20,14:30:00,3.839877473012436,27.200265946469187
Without though,West Mary,2024-03-31,18:00:00,-55.63578373408634,-115.01183072159606
The spend cultural,Mathismouth,2024-03-31,16:30:00,-14.841802425507211,-47.40506892022762
Under difficult rate,Terrenceberg,2024-03-27,10:30:00,38.19257047723772,-150.43923483810312
Hear,West Brendanport,2024-04-22,3:30:00,84.6644005321051,151.874647952227
Center network,Lake Sharonshire,2024-04-26,18:00:00,23.90941724659305,52.71203108457368
Bring new,Perezmouth,2024-04-19,22:30:00,89.00913543291693,-127.46085637541432
Approach someone book,Harrisside,2024-04-22,15:30:00,48.69255803398616,-149.6061779265118
Stuff TV,New Aaron,2024-03-13,16:30:00,-44.96926030859333,125.46938930533032
Hospital campaign tell,West Erika,2024-03-27,4:30:00,67.92908051905292,-16.201940923225436
Wrong oil,Fernandezland,2024-03-06,21:00:00,84.32723689679807,-7.419388401222278
Understand price,Port Zachary,2024-04-17,4:00:00,49.037827914522296,123.39560746590293
Involve describe,Port Jessica,2024-03-19,13:30:00,8.621594893501182,154.8151513669315
Ground already,Kimview,2024-03-24,4:30:00,43.62785448275668,-36.51854733413657
Professor per,Jeffreyville,2024-04-01,7:00:00,-20.88150720808848,-113.86681422948388
Air quickly home,Lawrenceview,2024-03-16,13:00:00,-73.22990593520132,-69.5044027144064
If responsibility affect threat,Jesusberg,2024-04-23,16:00:00,-26.415941306250133,-121.14344928062238
Billion many edge,Port Markton,2024-03-27,16:00:00,-65.39035800428339,-26.972752679317807
Democrat seat nor,South Mark,2024-03-18,9:30:00,-75.6500901944614,-139.28581251503724
Parent recognize,East Teresa,2024-03-19,1:00:00,-88.28790043751182,-162.65537632976856
Occur surface start,Meyerton,2024-04-14,6:30:00,6.737795017317751,-41.65755708082958
Exactly approach operation represent,North Jenniferstad,2024-04-17,3:00:00,48.91539957871456,169.66799590421573
Under describe,North Williamview,2024-04-15,11:30:00,11.639308349189449,-170.5010395985662
Even continue,Fullerview,2024-03-09,21:00:00,87.72581059007064,15.92932944063
Forget music for,Amandamouth,2024-04-27,16:30:00,-39.743651770617866,-24.39254497793428
Cut tend nation,Wattsview,2024-03-03,18:00:00,-9.066199078333256,-163.51647188948522
Camera,Kelleyborough,2024-03-22,23:30:00,-6.17330132253808,93.96025794296172
Physical his,Carlosfort,2024-04-23,3:00:00,59.70892668056115,128.0198018522496
Respond,Lake Kristina,2024-03-23,3:30:00,-56.978567566199374,143.2761425702971
Hospital,North Samanthaville,2024-04-24,19:30:00,45.71094300365283,107.39951399270018
Stop bit,East Markmouth,2024-04-17,23:00:00,82.11377144868871,-174.16220140375913
Phone city,Riveraberg,2024-03-16,7:30:00,-6.82438215971564,117.45809473161349
May analysis range like,Reidshire,2024-04-21,20:00:00,-61.89942770508755,29.13495190054948
Create success,New Susanmouth,2024-03-16,4:30:00,-33.81901258045919,-69.26618933325697
National discuss door,Port Latasha,2024-03-01,19:30:00,-63.82813603641635,86.54328466723882
Whatever create important,Lindseytown,2024-03-06,7:30:00,-55.833304896922535,-153.67335445508377
Resource case,Kristenchester,2024-04-03,5:00:00,-50.02856608590972,24.407544340308647
Than sort work,Howardton,2024-04-10,20:00:00,-59.37119391348553,21.486786683683818
Establish perform,North Lydia,2024-04-22,5:30:00,58.86980001863793,-163.34895361338874
Condition character,East Jasmine,2024-04-22,1:00:00,-45.50464394282421,-112.07180533546934
Green option,South Andrew,2024-03-27,4:30:00,-87.77987647279534,-48.194594628618034
Word impact,West Jacobland,2024-03-10,9:00:00,-20.34449981884279,130.09556334802062
Off father,Lake Kirsten,2024-04-08,4:30:00,-14.931716741413112,-48.42093733730511
Character wall catch,Jessicaport,2024-04-07,1:30:00,-70.60315568494136,10.678717770565925
Their,North Ericfort,2024-03-03,5:30:00,-84.00851728485908,-85.09481203860108
Decide begin,Dunlapfort,2024-03-04,7:00:00,65.21065742686599,-51.11126115473115
Structure support choice,Fryland,2024-03-15,23:30:00,25.51699680040727,-173.22570039222776
Beat under economy treat,Port Michael,2024-03-13,11:00:00,-84.68960393104732,-152.49575391613098
Look imagine against,Rayville,2024-03-26,18:30:00,-69.06369012679289,16.18700148202535
Mention happy site,South Tammyside,2024-04-22,22:00:00,12.046185461732604,33.72618580458732
Over light of,South Natasha,2024-03-11,22:30:00,-26.896154963488986,-96.23530488114244
Since similar nearly,Smithmouth,2024-04-17,13:30:00,-3.920357344084763,113.58093483361488
Nor particularly practice,Lake Perryville,2024-04-10,12:30:00,-24.60845297625933,-113.73006073308258
Act federal,Johnshire,2024-04-19,10:00:00,-3.2469682924075727,58.96189446976027
Down model manager several,South Bryanland,2024-04-06,16:30:00,-57.64270843159739,4.221372520290657
Fire ball technology,Murphymouth,2024-04-05,3:30:00,75.5884006508683,-113.08758184946618
Weight perform loss,Bridgetmouth,2024-04-10,12:00:00,80.22126401526265,172.34825687893095
Effect conference,Lopezmouth,2024-04-15,2:30:00,40.62383297393421,46.04888000530033
Book me summer,Summerschester,2024-04-02,15:30:00,10.587270381843028,-6.530979087432826
Religious father future,New Mark,2024-04-22,22:00:00,-63.28586030889027,163.34799825053113
Organization party notice,New Greg,2024-04-10,13:00:00,-74.63377030930675,-40.37482833482608
Crime arm,Alexanderbury,2024-03-31,20:30:00,-8.637912074565207,71.08606552040774
Performance maybe conference,East Ryan,2024-04-17,4:30:00,-72.78074826802654,-162.33926825966054
Often hot,Lucasshire,2024-03-05,20:30:00,78.79589805743203,76.73251004459627
Plant PM,Russellmouth,2024-04-08,17:00:00,21.254107663623003,-168.02331711826147
Officer year structure,Greenburgh,2024-04-28,17:00:00,41.52642745945846,138.74799725950623
Carry somebody class,Matthewstad,2024-04-14,23:30:00,66.55497533867336,-79.81420222702634
South send,Thompsonborough,2024-03-30,4:00:00,-42.20725910707039,24.74998517085399
Safe at,South Jesseport,2024-04-17,5:30:00,15.37673887377514,160.64732227355853
Party development available,Port Alexander,2024-03-15,23:30:00,-49.96912692112439,5.613567049171223
Run mission budget,South Brittany,2024-03-13,8:30:00,-1.7069649406989242,1.1129716652453112
Tv number,Patrickville,2024-04-26,19:30:00,-44.6717491859044,8.744567508367027
Also during,Walkerborough,2024-03-08,20:00:00,-81.69076572061553,88.33743021040294
